final_holder_id,tx_count,received_sum_ada,sent_sum_ada,received_sum_gens,sent_sum_gens,received_sum_milk,sent_sum_milk,received_sum_min,sent_sum_min,received_sum_wrt,sent_sum_wrt,received_sum_sundae,sent_sum_sundae,received_token_count,sent_token_count,gens_balance,milk_balance,min_balance,wrt_balance,sundae_balance,token_num,ada_balance,is_virtual,all_bech32_addresses,has_script_address
holder::addr1qydypcg5n7tkdpyvhag832wg5zasdlp5pf3fd7smn3f2a4qztlcxywpwegfdazqlnapk6m7jq9jh7zva30r4emd0gxzqw6k02d,943,4121.318116,1211.4,0.0,0.0,0.0,0.0,2.6,0.0,1.0,0.0,1216.04043,0.0,168,0,0.0,0.0,2.6,1.0,1216.04043,168,2909.918116,True,['addr1qydypcg5n7tkdpyvhag832wg5zasdlp5pf3fd7smn3f2a4qztlcxywpwegfdazqlnapk6m7jq9jh7zva30r4emd0gxzqw6k02d'],False
holder::addr1v80rc443e7kdya5epx90grwapc0h8cdxp9wd6hyztc2deysewgkm4,113,17743.052489,17724.161759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,154,2,0.0,0.0,0.0,1.0,0.0,152,18.89073,True,['addr1v80rc443e7kdya5epx90grwapc0h8cdxp9wd6hyztc2deysewgkm4'],False
holder::addr1v83gkkw3nqzakg5xynlurqcfqhgd65vkfvf5xv8tx25ufds2yvy2h,43246,731511685.127116,731222757.137427,0.0,0.0,0.0,0.0,0.0,0.0,3352.0,3350.0,108264.719488,108200.1224,168,167,0.0,0.0,0.0,2.0,64.597088,168,333928.01231,True,['addr1v83gkkw3nqzakg5xynlurqcfqhgd65vkfvf5xv8tx25ufds2yvy2h'],False
holder::addr1v8aqm9nrzrnymauz0lj99eq83ufpwndw5hmtp8vn2v3xhacxamuvf,8,73.20424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,155,0,0.0,0.0,0.0,2.0,0.0,155,73.20424,True,['addr1v8aqm9nrzrnymauz0lj99eq83ufpwndw5hmtp8vn2v3xhacxamuvf'],False
holder::addr1v8ph9r88z8ahuj7erx7w00pgg5p0wnschjju707hsqad52qwnuu3r,1,1.06026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1975.0,0.0,1,1.06026,True,['addr1v8ph9r88z8ahuj7erx7w00pgg5p0wnschjju707hsqad52qwnuu3r'],False
holder::addr1v8yjnc5wd73xz8rzcxl5u05q7yjqjrep3xfgkqajhmz7cjg4g6ayj,4,85.30783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,63.774356,0.0,579,0,0.0,0.0,0.0,22.0,63.774356,579,85.30783,True,['addr1v8yjnc5wd73xz8rzcxl5u05q7yjqjrep3xfgkqajhmz7cjg4g6ayj'],False
holder::addr1v9pu5m86fjdp2rg8wk6c8yuv2vt3feyp8uxxylgkz5hz4ns84x3uz,1,14.97725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.700005,0.0,0.0,0.0,121,0,0.0,0.0,0.0,25.700005,0.0,121,14.97725,True,['addr1v9pu5m86fjdp2rg8wk6c8yuv2vt3feyp8uxxylgkz5hz4ns84x3uz'],False
holder::addr1v9rmqw9pgyw06zuq6rw8p3dle7zzp52sv6ylpnq86umfn9qcul0a2,420,1612569485.773179,1612548035.209734,0.0,0.0,0.0,0.0,80.677786,0.0,30.5,0.0,41610.331464,38209.164405,1999,281,0.0,0.0,80.677786,30.5,3401.167059,1999,21450.563445,True,['addr1v9rmqw9pgyw06zuq6rw8p3dle7zzp52sv6ylpnq86umfn9qcul0a2'],False
holder::addr1v9zzyac44ltzlhyspl3mskxfnqq2k7fpuemxy6j5ywczp7q06h2j6,6,23.6188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,121,0,0.0,0.0,0.0,8.0,0.0,121,23.6188,True,['addr1v9zzyac44ltzlhyspl3mskxfnqq2k7fpuemxy6j5ywczp7q06h2j6'],False
holder::addr1vxh799ffmedlxexlgp3ajmlqlwhah4n9x7tylm5ksq5s9wsgh8z3q,3,4.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24998.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,24998.0,0.0,1,4.44444,True,['addr1vxh799ffmedlxexlgp3ajmlqlwhah4n9x7tylm5ksq5s9wsgh8z3q'],False
holder::addr1vxhjrezujeytv2mcr4u7xjehkqh8x6fkqr4u7vxcd2mme0cknsgsu,1,4.19363,0.0,0.0,0.0,0.0,0.0,27.006476,0.0,6.507584,0.0,32.018878,0.0,18,0,0.0,0.0,27.006476,6.507584,32.018878,18,4.19363,True,['addr1vxhjrezujeytv2mcr4u7xjehkqh8x6fkqr4u7vxcd2mme0cknsgsu'],False
holder::addr1vxytw7xz99svpv8w5lk2r9j9mxe8p82m2v3qaj0xgalj4ds2jsgq5,10469,47086.55144,0.0,5229.048445,0.0,1298.0,0.0,111331.385598,0.0,233.307377,0.0,92814.432268,0.0,73301,0,5229.048445,1298.0,105226.894429,233.307377,92814.432268,73301,47092.551434,True,['addr1vxytw7xz99svpv8w5lk2r9j9mxe8p82m2v3qaj0xgalj4ds2jsgq5'],False
holder::addr1vyx4wqxzqwkxpfd3apq0c5y2ac2axmawp7v3zhf4j7xxmrqxanz5d,1,228.24276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,1.0,0.0,68,228.24276,True,['addr1vyx4wqxzqwkxpfd3apq0c5y2ac2axmawp7v3zhf4j7xxmrqxanz5d'],False
holder::addr1w87vg0x4k2x95dlp7mrlef909lgk25kgajhk2dxzxk0tquclfp0at,80,2076.179568,1009.138556,579.22309,0.0,0.0,0.0,1742.588851,0.0,1235.857887,0.0,32745.505,0.0,38,2,579.22309,0.0,1742.588851,1235.857887,32745.505,38,1067.041012,True,['addr1w87vg0x4k2x95dlp7mrlef909lgk25kgajhk2dxzxk0tquclfp0at'],True
holder::addr1w8lpe7hvt09cvkflnqkgl7qjfvlclt84hvj53ms2qgac8zcp805uv,3,27.789989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.429401,0.0,0.0,0.0,3,0,0.0,0.0,0.0,288.429401,0.0,3,27.789989,True,['addr1w8lpe7hvt09cvkflnqkgl7qjfvlclt84hvj53ms2qgac8zcp805uv'],True
holder::addr1w8nvjzjeydcn4atcd93aac8allvrpjn7pjr2qsweukpnayghhwcpj,2488,4530911.327637,4530125.815137,2942.0,2942.0,1474.0,1473.0,4400877.879992,4400203.565554,1297535.52755,1297447.802373,3002589.000418,3001326.824783,1029,934,0.0,1.0,674.314438,87.725177,1262.175635,305,785.5125,True,['addr1w8nvjzjeydcn4atcd93aac8allvrpjn7pjr2qsweukpnayghhwcpj'],True
holder::addr1w8qmxkacjdffxah0l3qg8hq2pmvs58q8lcy42zy9kda2ylc6dy5r4,17270,26962.638636,0.0,7.290816,0.0,21.0,0.0,1072.198013,0.0,143.364592,0.0,1282.801017,0.0,27730,0,7.290816,21.0,1071.302079,143.364592,1282.801017,27730,26968.957096,True,['addr1w8qmxkacjdffxah0l3qg8hq2pmvs58q8lcy42zy9kda2ylc6dy5r4'],True
holder::addr1w8qnfkpe5e99m7umz4vxnmelxs5qw5dxytmfjk964rla98q605wte,305106,85634499.676421,85599540.207984,1752410.983056,1752410.983056,0.0,0.0,0.0,0.0,34624046.672796,34464045.06609,307699.055085,307699.055085,201,201,0.0,0.0,0.0,160001.606706,0.0,28,34959.468437,True,['addr1w8qnfkpe5e99m7umz4vxnmelxs5qw5dxytmfjk964rla98q605wte'],True
holder::addr1w8rjydwz0keuewc9nmnvvw8zsn44a8zg887yd6u5jyha2tscwxlrv,1,195.997694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4115.025443,0.0,0.0,0.0,1,0,0.0,0.0,0.0,4115.025443,0.0,1,195.997694,True,['addr1w8rjydwz0keuewc9nmnvvw8zsn44a8zg887yd6u5jyha2tscwxlrv'],True
holder::addr1w8uv96ndu82zgwckmsfk9tf5c6le8m0v0fyaq4csw9etgqswuk5w2,3089,502008.860676,501992.960676,0.0,0.0,0.0,0.0,0.0,0.0,1921773.360598,1908354.360599,0.0,0.0,2,2,0.0,0.0,0.0,13418.999999,0.0,1,15.9,True,['addr1w8uv96ndu82zgwckmsfk9tf5c6le8m0v0fyaq4csw9etgqswuk5w2'],True
holder::addr1w8w7a70epjq8vxr86gm3ewuqqw6d24vm572kgrnsgt9qrmgjep53u,168,283.300002,0.0,0.0,0.0,0.0,0.0,0.000331,0.0,19.960674,0.0,0.0,0.0,565,0,0.0,0.0,0.000331,19.960674,0.0,565,283.300002,True,['addr1w8w7a70epjq8vxr86gm3ewuqqw6d24vm572kgrnsgt9qrmgjep53u'],True
holder::addr1w908llnaqskzehz5g0sf8wq8pg7dwgcfc9p6a4jdsnqrtmcdkwq70,1,2.408392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222401,0.0,0.0,0.0,1,0,0.0,0.0,0.0,8.222401,0.0,1,2.408392,True,['addr1w908llnaqskzehz5g0sf8wq8pg7dwgcfc9p6a4jdsnqrtmcdkwq70'],True
holder::addr1w93rz3ae8p3elzn0sqfu37hyzw0up98r2kgjjdmdq9wshmck40yr8,802,1344.014014,0.0,15.074396,0.0,0.0,0.0,19.01535,0.0,16.740638,0.0,0.000164,0.0,1871,0,15.074396,0.0,19.01535,16.740638,0.000164,1871,1344.014014,True,['addr1w93rz3ae8p3elzn0sqfu37hyzw0up98r2kgjjdmdq9wshmck40yr8'],True
holder::addr1w998f7h4eh940c074a8mfft8t2pe9wn9fhluz79fapwn2dqrfjhdr,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,2.0,0.0,1,4.0,True,['addr1w998f7h4eh940c074a8mfft8t2pe9wn9fhluz79fapwn2dqrfjhdr'],True
holder::addr1w9zewuy339m9l8ax7gz8g08q2j9478lgntzv9qhmwvy3hwg5s6vjv,46,1030.63322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.997043,0.0,0.0,0.0,1,0,0.0,0.0,0.0,206.997043,0.0,1,1030.63322,True,['addr1w9zewuy339m9l8ax7gz8g08q2j9478lgntzv9qhmwvy3hwg5s6vjv'],True
holder::addr1wx0aglsd278m2wdea3lqzmw9acjcgsgs49n3942e3xc82xcu406l6,52687,88379.933455,87302.967445,0.0,0.0,0.0,0.0,0.0,0.0,4305065.98179,4264484.742622,0.0,0.0,63,63,0.0,0.0,0.0,40581.239168,0.0,18,1076.96601,True,['addr1wx0aglsd278m2wdea3lqzmw9acjcgsgs49n3942e3xc82xcu406l6'],True
holder::addr1wxq45dam3ne9x3wu5fk3cfqar9pxne0n6nsm9shgwe5amssywd9gu,312,538.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,57416.0,56962.0,0.0,0.0,1,1,0.0,0.0,0.0,454.0,0.0,1,8.0,True,['addr1wxq45dam3ne9x3wu5fk3cfqar9pxne0n6nsm9shgwe5amssywd9gu'],True
holder::addr1wxq63uzmxf2cfxe8wd4hcdk0kwmtgcakm3dp89apdnuxydgcslphw,203,646.097098,82.48558,0.0,0.0,0.0,0.0,10.059337,0.0,1.0,0.0,0.0,0.0,2423,48,0.0,0.0,0.054081,1.0,0.0,2423,563.611518,True,['addr1wxq63uzmxf2cfxe8wd4hcdk0kwmtgcakm3dp89apdnuxydgcslphw'],True
holder::addr1wxr2a8htmzuhj39y2gq7ftkpxv98y2g67tg8zezthgq4jkg0a4ul4,1194747,653360164.59788,653266577.604935,7283458.938449,7281244.979509,293207.0,290861.0,5843993.6387,5839508.360367,94283066.168614,94255949.049468,23444363.319554,23428837.10028,956,913,2213.95894,2346.0,4485.278333,27117.119146,15526.219274,185,93278.992945,True,['addr1wxr2a8htmzuhj39y2gq7ftkpxv98y2g67tg8zezthgq4jkg0a4ul4'],True
holder::addr1wy2mjh76em44qurn5x73nzqrxua7ataasftql0u2h6g88lc3gtgpz,765856,123041871.381615,123013814.024673,0.0,0.0,9120211.0,9118734.0,44006987.0,43972824.0,1201.0,1101.0,19389124.0,19319676.0,346,325,0.0,1477.0,18832.0,100.0,69448.0,228,28057.356942,True,['addr1wy2mjh76em44qurn5x73nzqrxua7ataasftql0u2h6g88lc3gtgpz'],True
holder::addr1wy34mz42yuh6fa45egn36as5yru4ay2ljh4d0zlhlh54f5cexygf8,4343,4643.69752,4642.63726,0.0,0.0,0.0,0.0,0.0,0.0,20515642.751293,20515641.569191,0.0,0.0,1,1,0.0,0.0,0.0,1.182102,0.0,1,1.06026,True,['addr1wy34mz42yuh6fa45egn36as5yru4ay2ljh4d0zlhlh54f5cexygf8'],True
holder::addr1wy9z0v8mrkhtyll43fu6mnhu0p87tna48xt4p56496x9f7g940jft,2949,5504.49444,4956.38249,0.0,0.0,0.0,0.0,0.0,0.0,116743987.551725,102946903.802519,0.0,0.0,1,1,0.0,0.0,0.0,13797083.749206,0.0,1,548.11195,True,['addr1wy9z0v8mrkhtyll43fu6mnhu0p87tna48xt4p56496x9f7g940jft'],True
holder::addr1wynp362vmvr8jtc946d3a3utqgclfdl5y9d3kn849e359hsskr20n,475978,166255269.647363,166095511.389182,62.701407,62.701407,0.0,0.0,74957.262563,74548.262563,2380.411173,2180.558826,41260.915118,39469.378672,112,103,0.0,0.0,409.0,199.852347,1791.536446,70,159758.258181,True,['addr1wynp362vmvr8jtc946d3a3utqgclfdl5y9d3kn849e359hsskr20n'],True
stake178dc2pjydxc8q0cfxjwkzh2vg5gh8u7vd4lxesv9rps843clu9fr6,6,2110.94979,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.643703,0.0,0.0,0.0,611,0,0.0,0.0,0.0,2.643703,0.0,611,2105.94979,False,['addr1x8lcg0pm9nk47gskxcszcxh67fj6alq7d0qgukjffq29anwms5ryg6dswqlsjdyav9w5c3g3w0eucmt7dnqc2xrq0trs65cze2'],True
stake179nhvhgws9hm2umw3eaxraud4w6xjct0vgrn2cdc5y93nygdj4qkr,7,23.1878,19.9122,0.0,0.0,0.0,0.0,0.0,0.0,37160.256186,37141.508786,0.0,0.0,2,2,0.0,0.0,0.0,18.7474,0.0,2,3.2756,False,['addr1xyew3s9wx980f0j99st2nxvx0andrgterlyh9je0036w8rt8wewsaqt0k4ekarn6v8mcm2a5d9sk7cs8x4sm3ggtrxgsan57lw'],True
stake17xe0d2lkpnx7jt4wrgh5lhm97t40vgydsukx7rje0nqskpc5zugc3,611712,173230602755.6292,173225893672.57477,273027315.852615,272551815.306877,0.0,0.0,71073689.358686,71073285.382834,271744.080036,271324.741671,2771889.022376,2770965.83793,2938,2906,475500.545738,0.0,403.975852,419.33836499999995,923.184446,2936,4701472.816732001,False,"['addr1xxw7upjedpkr4wq839wf983jsnq3yg40l4cskzd7dy8eyndj764lvrxdayh2ux30fl0ktuh27csgmpevdu89jlxppvrsgddq74', 'addr1x94ec3t25egvhqy2n265xfhq882jxhkknurfe9ny4rl9k6dj764lvrxdayh2ux30fl0ktuh27csgmpevdu89jlxppvrst84slu']",True
stake17y8nevtr9csd2l5nmrtdcgd9epets957j28ds5cy3p3cf6gf5p7kv,1089,75441.519628,74322.015726,175209.109377,170653.542322,0.0,0.0,112.727255,112.127253,60.725995,48.580796,3240.700076,3221.501869,47,46,4555.567055,0.0,0.600002,12.145199,19.198207,20,1119.503902,False,['addr1xy8nevtr9csd2l5nmrtdcgd9epets957j28ds5cy3p3cf6g08jckxt3q64lf8kxkmss6tjrjhqtfay5wmpfsfzrrsn5sju3yfh'],True
stake17yg89cfzxnvw8s3vd3u2epj9wyxlmq80fd0s9f2pch80dwcjjfveh,5,3889.768296,0.0,0.0,0.0,0.0,0.0,10.0,0.0,220.220849,0.0,10.0,0.0,37,0,0.0,0.0,10.0,220.220849,10.0,37,3889.768296,False,['addr1x955up3ll29h00ueexd00avzuh8fqar80kehv3yxt5pwsusswtsjydxcu0pzcmrc4jry2ugdlkqw7j6lq2j5r3ww76asg4azkd'],True
stake17ygrxh9m9c2j7800yxdvtrc9lq95mq29qmhnj8yfnsjmnugd6kevn,6697,5727968956.270603,5726085759.420852,0.0,0.0,452951.0,442820.0,0.0,0.0,46874904.436298,45249878.866225,0.0,0.0,29,23,0.0,10131.0,0.0,1625025.570073,0.0,29,1883196.849751,False,['addr1x8pydstdswmdqmg2rdt59dzql3zgfp9pt8sulnjgalycwdssxdwtkts49uw77gv6ck8st7qtfkq52ph08ywgn8p9h8csn2vzgr'],True
stake1u800naz2uxcqxpmq3mmex5s05ykll9hszle74vugkdghj8s9ekl64,8,26011.44736,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16,0,0.0,0.0,0.0,2.0,0.0,16,11.44736,False,['addr1q8fq9zf2vnvznz4uhvlkrfyhh0lmm4duuua73eyp5chkw0k7l86y4cdsqvrkprhhjdfqlgfdl7t0q9lna2ec3v630y0qxmzsex'],False
stake1u802xxyt7je3lut698kryxfjh0m607ajatp7l5460qdhn3c72u6dm,52,917.411958,523.795831,0.0,0.0,0.0,0.0,0.0,0.0,8.005463,0.0,0.0,0.0,54,47,0.0,0.0,0.0,8.005463,0.0,18,393.616127,False,['addr1qxuk746934fcqjs49lwp2g45592gxva3wjzmcy90hgt8y5w75vvgha9nrlch520vxgvn9wlh5lam96kralft57qm08rsv2tcmr'],False
stake1u802yf0axxv9t8w8rdws2l67cnryh3x53lg0dqmku3kf9lcsdaj94,5,166.447925,162.816503,0.0,0.0,0.0,0.0,0.0,0.0,33.994166,0.0,1708.58417,854.292085,2,1,0.0,0.0,0.0,33.994166,854.292085,2,3.631422,False,['addr1q85rh38jf6a34xwdgtfk045avue2wv0au9ejkrhayz723e775gjl6vvc2kwuwx6aq4l4a3xxf0zdfr7s76phdervjtls9ms9jr'],False
stake1u803hktv42a9gezw0f0mkdxeht9ha5pqwtn4wk7nna9nxmqmktzen,3,40077.301181,40066.853283,0.0,0.0,0.0,0.0,0.0,0.0,178.309308,0.0,0.0,0.0,46,0,0.0,0.0,0.0,178.309308,0.0,46,10.447898,False,['addr1qxxqppvlxwe59464r6y7qepud20ukwszjvhsu9zz3rn8dl7lr0vke24623jyu7jlhv6dnwkt0mgzquh82ada886txdkqf5dzn9'],False
stake1u80447v72fs688had9k6tdna9zuq6hp3p988x6enkkascsqskj9j0,14,11155.072286,10400.213512,0.0,0.0,0.0,0.0,401.721702,200.860851,10.958052,0.0,0.0,0.0,720,156,0.0,0.0,200.860851,10.958052,0.0,714,754.858774,False,['addr1q889mwspcektmdfgt9fj9l6pd9gul9d25r9y6t7mq232ukklttueu5np5w0066td5km8629cp4wrzz2wwd4n8ddmp3qq2k43lg'],False
stake1u8044gqrded473w3fs73hyncg9y2pzgd8kqj5thvvv7lt7s44lh3f,9,4059.522058,73.191505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115,5,0.0,0.0,0.0,1.0,0.0,110,3986.330553,False,['addr1q9qc8er0ksprj9tx2jugsswca6fly952l3jwru5nysc2tmklt2sqxmjmtazaznparwf8ss2g5zys60vp9ghwccea7haqce6dwa'],False
stake1u804ykendc66e7u0nzskwm3gnnx86cl0l8sch0ea288nrjsgmzyr2,1,11.753865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,56,0,0.0,0.0,0.0,11.0,4.0,56,11.753865,False,['addr1q88ajtudcd5jghqduj7730n56cx0k8memxgf7m2g82hevd7l2fdnxm344naclx9pvahz38xv0437l70p3wln65w0x89qldtkxs'],False
stake1u80549zp5lqphedkg72kd9gpzhph6q2zydzxrks4ygk2wmg9qklt9,96,927387.04965,856853.976344,12407.411558,12407.411558,0.0,0.0,0.000508,0.000254,625.1,592.2,23591.570819,23591.562837,110,94,0.0,0.0,0.000254,32.9,0.007982,95,70533.073306,False,['addr1q88pl6qkfddt4ytx7vyrgzpdz5vv8l4p8mr5ghwsr4xr0m7lf22yrf7qr0jmv3u4v62sz9wr05q5yg6yv8dp2g3v5aksttd5w0'],False
stake1u8054xtmg9t0qyhglrf5vj3y2cm0e9c8zng2dd0zlxfe0uc43kegr,104,202025.130393,117706.677382,11.22026,0.0,0.0,0.0,0.0,0.0,2.767303,0.0,25.072092,0.0,54,30,11.22026,0.0,0.0,2.767303,25.072092,51,84318.453011,False,['addr1qyvkstt56rvyg426h00gxdd0x552dzph8kqjurl0am3v42klf2vhks2k7qfw37xnge9zg43kljtsw9xs566797vnjles5w8qun'],False
stake1u806d6694pnvhzvhx9q9t7r4qectgjqgu4kcze6esmv4d8qjvp04a,163,8704.250109,8519.382359,0.0,0.0,0.0,0.0,0.0,0.0,3.62103,0.0,0.0,0.0,202,179,0.0,0.0,0.0,3.62103,0.0,130,184.86775,False,['addr1q8ts3r7y44d6kghkugspsqg25l7rr5xkte62y6ljg0wcfgxl5m45t2rxewyewv2q2hu82pnsk3yq3etds9n4npke26wq0yrd6x'],False
stake1u806f2hv39ull4xl84a9kgzpgtzm60pvk3cds5yvm9fakac2ak5zx,1,6.933638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.901417,0.0,12,0,0.0,0.0,0.0,1.0,45.901417,12,6.933638,False,['addr1q8m4j6ce25hwyn6tejpc24e8vxp4h2yx3mgza62agg2ytt7l5j4weztell2d70t6tvsyzsk9h57zedrsmpggek2nmdms27tpaa'],False
stake1u806qj85wyevyeduzvyxl6hhlrqzwmxce76eu6narqamzage3atqk,57,3994.784784,3959.663559,0.0,0.0,0.0,0.0,297.071236,270.06476,71.583424,65.07584,352.207658,320.18878,32,32,0.0,0.0,27.006476,6.507584,32.018878,27,35.121225,False,['addr1qxu8klmakkfwujt2vra4eyz7ay9rl44m0dwjgsh3amadl7wl5py0gufjcfjmcycgdl4007xqyakd3na4ne486xpmk96s0vdzy8'],False
stake1u806v8kk3z4z32se5tkc9803mffv9rsy436mt4xycmdyhdqwzw3sc,1389,676598.923882,676510.564715,0.0,0.0,0.0,0.0,5845.033297,5785.390041,3688.949968,3000.270962,0.0,0.0,759,741,0.0,0.0,59.643256,688.679006,0.0,278,88.359167,False,['addr1qyr6364fed45fgm2pr9n63y0kfwpm6tzdvc2zf27lfcayakl5c0ddz929z4pnghds2wlrkjjc28qftr4kh2vf3k6fw6qlqxdfd'],False
stake1u807maear4qucngdlhzc6cfur0apj4xqmzedppm64my6njsj96ssx,3,224.13106,220.85527,0.0,0.0,0.0,0.0,0.0,0.0,4.992415,0.0,0.0,0.0,10,0,0.0,0.0,0.0,4.992415,0.0,10,3.27579,False,['addr1qyrxac0836axnhkmevzc5nrk6p42dmala7e8j58rtagk6jklahmn682pe3xsmlw934sncxl6r92vpk9j6zrh4tkf489qcjncy9'],False
stake1u807w9k4u78vlfe5sw050uddfqkn6n0lr7m2207zfpycwjsdhdcpr,60,2107.289663,1415.595058,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,0.0,0.0,83,63,0.0,0.0,0.0,10.0,0.0,80,691.694605,False,['addr1q970dets895nl025ltd95thu83ghkjfygga7va8a9p0fyakluutdteuwe7nnfqulglc66jpd84xl78ak55luyjzfsa9q66xjnj'],False
stake1u808jlful8e2fg285vdrx8ddxv90fhvye3d2yet9zcfl6wcwwyzzc,354,17311.38319,17116.643273,0.0,0.0,0.0,0.0,0.0,0.0,199.554978,173.527657,0.0,0.0,296,287,0.0,0.0,0.0,26.027321,0.0,175,194.739917,False,['addr1qyc57xzs768zxgqmzfwdn8pv7j0j76p6kczuk0cntpgse4x7097ne70j5js50gc6xvw66vc27nwcfnz65fjk29snl5asfeddej'],False
stake1u808uprc6r8x3pfzdyskcatple7cse489rgfaxn63pk2ncsgsev7q,4866,8197307.163353,8196836.373752,0.0,0.0,0.0,0.0,167029.483645,167029.483645,277220.447273,275330.536191,0.0,0.0,158,154,0.0,0.0,0.0,1889.911082,0.0,23,470.61354,False,['addr1qy0haae20rmz57wpmgap35efcp8cjwvasdu89ru0dapgj9k70cz835xwdzzjy6fpd36krlna3pn2w2xsn6d84zrv483qrstj7y'],False
stake1u808v2q0r0emeactn45hth997h3unqj2hdy0rnhp3hua79qcdjsa9,95,3556.273904,3475.615121,0.0,0.0,0.0,0.0,0.0,0.0,23.5,21.0,0.0,0.0,44,39,0.0,0.0,0.0,2.5,0.0,26,80.658783,False,['addr1qx4up4rvug296ez8g5yhd80dxtfqxnzsltcn7tzvhrj5v877wc5q7xlnhnmsh8tfwhw2ta0rexpy4w6g788wrr0emu2qg8lcy9'],False
stake1u8090q80usvwtenhl7ng9v9vr7v5atjfmkztnp7yzz7p7vc6f4t5u,290,369688.128771,359819.541052,26068.561962,26067.62218,0.0,0.0,0.0,0.0,1511.695014,1458.631549,2934.175575,2934.175575,27,26,0.939782,0.0,0.0,53.063465,0.0,17,9868.587719,False,['addr1qx3adhrd5gxayjhhll70st5xfr5l62n0csg3hpmjdne34kx727qwleqcuhn80laxs2c2c8uef6hynhvyhxrugy9uruesu5qdzj'],False
stake1u809yem8rwut343dvpsnm28gt63fl6jg0fsjvqwd67shqjgsh0fsf,48,39922.25124,36696.056408,0.0,0.0,0.0,0.0,1297.925747,1297.925703,56.174496,33.563394,0.0,0.0,12,8,0.0,0.0,2e-06,22.611102,0.0,8,3226.194832,False,['addr1qxvahz2y299tuev2yrxcm6fn60tyshfachunjyfe6yeuesw72fnkwxachrtz6crp8k5wsh4znl4ys7npycqum4apwpyst4776r'],False
stake1u80a2az44p0elen98mf4kmqdsxgvec6faxd0yfcum9z4rtqjguzxq,10,108.831331,24.950716999999997,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,0.0,0.0,0.0,191,0,0.0,0.0,0.0,3.5999999999999996,0.0,191,83.88061400000001,False,"['addr1qycz6c80e03rhjvdshhqz4hvdkew0s7gxka545929c9r3wxl6469t2zlnlnx20kntdkqmqvsen35n6v67gn3ek292xkq9gye6v', 'addr1q9k8qfzlfgwr34rppcqh2hjj37e37sgau3f5s723qa5wtpkl6469t2zlnlnx20kntdkqmqvsen35n6v67gn3ek292xkq84yqyd', 'addr1qxgp3wmjyp4vh9s9m2ewdghq72xr7s9gazcdrmpzh3d38lxl6469t2zlnlnx20kntdkqmqvsen35n6v67gn3ek292xkqac4s64']",False
stake1u80cukpk2x8sgzs80hmjk2whdegxhran875nj7tsh03ryjc25xnvm,53,212.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.363273,1507.622915,0.0,0.0,2,2,0.0,0.0,0.0,44.740358,0.0,2,4.0,False,['addr1zypr0np3xatwhddulsnj3aaac65qg768zgs2xpd2xuaj0zkl3evrv5v0qs9qwl0h9v5awmjsdw8mx0af89uhpwlzxf9sudupl0'],True
stake1u80ejxky6m90r32d74rc5vhwy528h7yg4letchmp2kc6c9saf7lat,1,11.678117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.736709,0.0,9.0,0.0,43,0,0.0,0.0,0.0,9.736709,9.0,43,11.678117,False,['addr1qyh39fulqxzq9agxuvqs0sxkvqdxcwa7hpnya7sxu9lactklnydvf4k278z5ma283gewufg500ug3tljh30kz4d34stqwg4fal'],False
stake1u80es9hyrv55l5x8ewtz4lahsttka5svweyl8lvalcqleng4wv86n,5,379.039915,377.660635,0.0,0.0,0.0,0.0,0.0,0.0,66.666666,0.0,0.0,0.0,2,1,0.0,0.0,0.0,66.666666,0.0,1,1.37928,False,['addr1q9cftdyzs5pddcpm3jczqx883mpypahqdlyj4xa80rr8g3klnqtwgxefflgv0juk9tlm0qkhdmfqcajf707emlsplnxshyntxy'],False
