bech32_address,tx_count,received_sum_ada,sent_sum_ada,received_sum_gens,sent_sum_gens,received_sum_milk,sent_sum_milk,received_sum_min,sent_sum_min,received_sum_wrt,sent_sum_wrt,received_sum_sundae,sent_sum_sundae,received_token_count,sent_token_count,hex_address,gens_balance,milk_balance,min_balance,wrt_balance,sundae_balance,token_num,ada_balance
addr1q8vhqnr5l26thwr8dgp7zhr83286w3tn437glztj3eeulhlhcycg8vwcc49gqrc4jcwj5dr2wus9yq2jkqj2maf740vql26d7z,62,104737.116937,100813.851036,0.0,0.0,0.0,0.0,2179.8182,0.0,939.491179,0.0,4320.0,0.0,58,10,01d9704c74fab4bbb8676a03e15c678a8fa74573ac7c8f89728e73cfdff7c13083b1d8c54a800f15961d2a346a7720520152b024adf53eabd8,0.0,0.0,2179.8182,939.491179,4320.0,53,3923.265901
addr1q8g8tfmv5s44q3psw6xqrkxetcy4yeh0m0ncn3r2uugvanw7c3ls2xahfjl9swkfta6qcuzmmaz8auc4gqkwrfgqegjsjle0ux,356,1264813.957931,1264711.73797,2132.745387,2132.592776,0.0,0.0,0.001364,0.00132,20645.555502,19707.121161,309.408139,309.406575,192,192,01d075a76ca42b504430768c01d8d95e095266efdbe789c46ae710cecddec47f051bb74cbe583ac95f740c705bdf447ef315402ce1a500ca25,0.152611,0.0,4.4e-05,938.434341,0.001564,79,102.219961
addr1qxd04gg7jj92y9j30uvy8cdd2c2qa875kjgghfaufmr4c65nay2pq04mfwmf0ydk58mj2at3n6uhssc0tp0xenxdrs7q23205z,312,190258.116607,180403.5208,0.0,0.0,30.0,30.0,22000.0,21000.0,1043.042842,108.912485,11109.221088,6507.784928,110,99,019afaa11e948aa216517f1843e1ad56140e9fd4b4908ba7bc4ec75c6a93e914103ebb4bb69791b6a1f72575719eb978430f585e6ccccd1c3c,0.0,0.0,0.0,934.130357,4601.43616,96,9854.595807
addr1qxasy5m6w7mwhapxgjkklvevkx93gqg5n2q9qjdzmgzu4clk4mtf9pf4mffc9qd06fqk6f38g9dsl9g5dwqh0deh5w2szsrrw0,1,2100.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.0,930.0,0.0,0.0,0.0,5,0,01bb02537a77b6ebf42644ad6fb32cb18b1401149a805049a2da05cae3f6aed6928535da538281afd2416d2627415b0f95146b8177b737a395,0.0,0.0,1455.0,930.0,0.0,5,2100.0
addr1qy8pxyur2hl55h4eekwfje4ly5uepqjctv8heujkrx97gpwt7dqlh9xlhu66s240csjhhlzt6lhvk9l0v98y78a9ax6s2fn6ur,442,672445.5817,671644.433782,0.0,0.0,0.0,0.0,2159.933952,2091.587165,5797.873248,4870.224927,0.0,0.0,115,112,010e13138355ff4a5eb9cd9c9966bf25399082585b0f7cf256198be405cbf341fb94dfbf35a82aafc4257bfc4bd7eecb17ef614e4f1fa5e9b5,0.0,0.0,68.346787,927.648321,0.0,97,801.147918
addr1q9yp2hdmzfwfa38ydgun5rd7jk6mvf6jqsfqrj7cx9epwdt7e3wsvqwlek2xcflc0nxd0vmg86us4su69wnec930qshsvq5xg7,14,3490.727293,3473.682044,0.0,0.0,0.0,0.0,0.0,0.0,2739.321558,1819.660779,8613.292332,0.0,4,1,0148155dbb125c9ec4e46a393a0dbe95b5b62752041201cbd8317217357ecc5d0601dfcd946c27f87cccd7b3683eb90ac39a2ba79c162f042f,0.0,0.0,0.0,919.660779,8613.292332,4,17.045249
addr1zypr0np3xatwhddulsnj3aaac65qg768zgs2xpd2xuaj0zj5hr47447m7qg2cdy2zclq8kypvyuj6l0h4dd5zywn8trsel0xst,179,728.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,31450.70577,30535.11311,0.0,0.0,8,8,110237cc313756ebb5bcfc2728f7bdc6a8047b471220a305aa373b278a54b8ebead7dbf010ac348a163e03d88161392d7df7ab5b4111d33ac7,0.0,0.0,0.0,915.59266,0.0,8,16.0
addr1qxykeg7t9h3jguwcq9uppggj9lrujy9aae0qxwpsh0jlhkjehx9wserfcgtpj032dwlz3z9ygq4s652548lgx6lg24fswxgdjs,183,6353.238023,6344.136333,0.0,0.0,0.0,0.0,0.0,0.0,2330.718158,1415.79735,81261.993845,81261.993845,18,18,01896ca3cb2de32471d8017810a1122fc7c910bdee5e033830bbe5fbda59b98ae86469c216193e2a6bbe2888a4402b0d5154a9fe836be85553,0.0,0.0,0.0,914.920808,0.0,12,9.10169
addr1qy3gzg0c33lvtay587wdjwp8qzlec80jaxf4xcrynz2zamhaen2yx2ay2hv8htn3tjv8j8l6y4aqk68l8e6szjvmn2jqtw6mny,17,470.034007,465.4162,0.0,0.0,0.0,0.0,10713.118874,7573.625864,913.980316,0.0,1392.0151,1044.011325,4,3,01228121f88c7ec5f4943f9cd9382700bf9c1df2e99353606498942eeefdccd4432ba455d87bae715c98791ffa257a0b68ff3e7501499b9aa4,0.0,0.0,3139.49301,913.980316,348.003775,3,4.617807
addr1q88rm02jjawpfpxwzefysgq36faffjvsxrcaqrvucm8kmdq79dc452gj84xkhtgr605xsapzu4gv38v66qdddn20urwsp7lcac,138,30481.646944,30416.752095,0.0,0.0,0.0,0.0,35545.476316,35545.476316,1806.209184,903.104592,36346.484251,36346.484251,27,26,01ce3dbd52975c1484ce1652482011d27a94c99030f1d00d9cc6cf6db41e2b715a29123d4d6bad03d3e8687422e550c89d9ad01ad6cd4fe0dd,0.0,0.0,0.0,903.104592,0.0,2,64.894849
addr1q8kcfzn4dg693nyyn6trhy4twnutuzputc9wrv2ywxuzrz0znf5pn43lqhg6s3yz5rfl5pz6nwntrkm8lwru2gll3ees27juau,104,22506.522174,17125.394781,0.0,0.0,5.0,5.0,24730.261635,19098.869069,902.932114,0.0,0.0,0.0,34,5,01ed848a756a3458cc849e963b92ab74f8be083c5e0ae1b14471b82189e29a6819d63f05d1a84482a0d3fa045a9ba6b1db67fb87c523ff8e73,0.0,0.0,5631.392566,902.932114,0.0,31,5381.127393
addr1q8u2aae2hqx8gpyy3y4zysun9zuu7rzqvmv99yqr5dykp5ws52x556the5x9fvlax7r9gl4wgp24sysmyrh9urj4nmssaylgcm,1047,2147645.009758,2146118.521413,0.0,0.0,0.0,0.0,96282.187818,78083.332351,71646.191629,70743.594958,0.0,0.0,366,164,01f8aef72ab80c740484892a22439328b9cf0c4066d8529003a34960d1d0a28d4a6977cd0c54b3fd3786547eae405558121b20ee5e0e559ee1,0.0,0.0,18198.855467,902.596671,0.0,291,963.531212
addr1q8xx6wvfhjg0ay38zm6462tgy7l28fmeuzakfgvppxzlmy8knvrma6dl3d0huyyetyr7exf5vzdkrk4670te8m0ataes3k8p69,14,7077.565708,12.399018,0.0,0.0,0.0,0.0,0.0,0.0,898.1232,0.0,1069.410328,258.854149,10,6,01cc6d3989bc90fe922716f55d296827bea3a779e0bb64a1810985fd90f69b07bee9bf8b5f7e10995907ec9934609b61dabaf3d793edfd5f73,0.0,0.0,0.0,898.1232,810.556179,5,7065.16669
addr1qxrs6xnx0t0m4x8894c5mrsxh9kc2skymhl8ecc5muycnsy70x7s2cru5qhh4cvtleykh93efmw6k3z5jwwkrzaqgc2q5gf05x,158,35583.419322,35148.532483,0.0,0.0,0.0,0.0,3241.551402,3241.260745,2748.75308,1851.323763,1185.080861,1058.663252,25,25,01870d1a667adfba98e72d714d8e06b96d8542c4ddfe7ce314df0989c09e79bd05607ca02f7ae18bfe496b96394eddab4454939d618ba04614,0.0,0.0,0.290657,897.429317,126.417609,4,434.886839
addr1qxxzk0pyl2540rwc6juzqwelw46jphtztnjem992hfg8tjzyjvgaarye0elafzcc0hysvdv4sevweewckm26mhep40gq4ev620,200,72488.405841,72431.980044,0.0,0.0,12.0,11.0,11650.104181,11650.104181,6606.814786,5709.703678,93495.117128,78421.047305,58,53,018c2b3c24faa9578dd8d4b8203b3f757520dd625ce59d94aaba5075c8449311de8c997e7fd48b187dc90635958658ece5d8b6d5addf21abd0,0.0,1.0,0.0,897.111108,15074.069823,39,56.425797
addr1qxy537epq9h8vsd2fl8gkqxgct0vy0zd9rjhnmzhtg2x6se4wce2d9k4kgw9cedg6yv2dlwrdsnhj5xanj5weqnknlsq0elke8,212,523531.168046,420358.272134,0.0,0.0,0.0,0.0,6547.329181,6547.004833,11967.724613,11073.722795,93287.268872,87864.04517,36,35,018948fb21016e7641aa4fce8b00c8c2dec23c4d28e579ec575a146d43357632a696d5b21c5c65a8d118a6fdc36c277950dd9ca8ec82769fe0,0.0,0.0,0.324348,894.001818,5423.223702,25,103172.895912
addr1q8mvlwf0xpmpvjdam0n66en0u3yqgmjldz4u99vku62k4fur30l3dtnvy0l95wvw4mevxx4gfezxqv8u59fm9zj848vquq3wqc,1155,1889343.491683,1889240.915808,0.0,0.0,0.0,0.0,58943.42185,58928.118158,525353.224731,524462.984237,0.0,0.0,125,125,01f6cfb92f30761649bddbe7ad666fe448046e5f68abc29596e6956aa7838bff16ae6c23fe5a398eaef2c31aa84e446030fca153b28a47a9d8,0.0,0.0,15.303692,890.240494,0.0,58,102.575875
addr1qy3x8gzuflzaeewal3n8lxdxtsyku4sud2gckwe92l2wrxpl7nz6vx0zyk8qykx0a6c2mev4slgwsq4s5f9057pw9vxs6wj66s,28,1579.007682,1567.342934,0.0,0.0,0.0,0.0,0.0,0.0,3192.592587,2303.703699,0.0,0.0,7,7,012263a05c4fc5dce5ddfc667f99a65c096e561c6a918b3b2557d4e1983ff4c5a619e2258e0258cfeeb0ade59587d0e802b0a24afa782e2b0d,0.0,0.0,0.0,888.888888,0.0,6,11.664748
addr1qxfa6vcalcux3yka895rszfxkwrx4r8e4ancdsazr5mu96wr0n6g27yz4fdd2ftsh947dh3pwfkt4tx584hhn5nu2sjq68l72l,107,11371.862874,11356.79789,0.0,0.0,0.0,0.0,0.0,0.0,4744.444432,3855.555544,0.0,0.0,20,20,0193dd331dfe386892dd3968380926b3866a8cf9af6786c3a21d37c2e9c37cf4857882aa5ad52570b96be6de21726cbaacd43d6f79d27c5424,0.0,0.0,0.0,888.888888,0.0,6,15.064984
addr1qxyvxf6x26s6caxwnvz3y2kcurhp4qradxpsalp2dyx28mhj0f0n2n840895yttm5699k7ffhlej9flr6w8mhnpd9f3svutlnn,621,52665.260751,52630.524598,0.0,0.0,0.0,0.0,0.0,0.0,29835.8888,28946.999912,0.0,0.0,112,110,0188c3274656a1ac74ce9b05122ad8e0ee1a807d69830efc2a690ca3eef27a5f354cf579cb422d7ba68a5b7929bff322a7e3d38fbbcc2d2a63,0.0,0.0,0.0,888.888888,0.0,42,34.736153
addr1q8h35pu6uqyx5zz23jug37dq378s59ry5t3u6jg55vvnsd9ewqx4yx0rwwjlra4rk09vf0pgv39swx5jvycfqqacq0aqvvm330,118,17918.279361,17745.419272,0.0,0.0,0.0,0.0,76600.719809,68070.660777,8875.42394,7987.881546,50317.245059,22093.346513,22,22,01ef1a079ae0086a084a8cb888f9a08f8f0a1464a2e3cd4914a3193834b9700d5219e373a5f1f6a3b3cac4bc28644b071a9261309003b803fa,0.0,0.0,8530.059032,887.542394,28223.898546,21,172.860089
addr1q8m59g6kj8cr340ydnxac7wjczyy4rshd9c40nmqckx904cxjy480txt0fad45khcgqrud9jcldajznqdfpfuyudk0sq0fcdre,5318,335993.502761,334423.740054,0.0,0.0,1310.0,1310.0,298660.638036,296411.210267,29424.689817,28538.800064,391548.788627,390934.735864,530,528,01f742a35691f038d5e46ccddc79d2c0884a8e17697157cf60c58c57d706912a77accb7a7adad2d7c2003e34b2c7dbd90a606a429e138db3e0,0.0,0.0,2249.427769,885.889753,614.052763,61,1569.762707
addr1qxpjayqc83htvf5kyagpamhajfydysn9ypwjk0ujkl5dtmzdeqhqtzq97uyvrhlzdsk48tdzy8qk7unq39yxnsl6h8ds4cq7qt,774,4441359.671074,4342939.820187,175.098868,150.084744,0.0,0.0,0.0,0.0,2812.624559,1928.805569,3052.438312,3052.438312,84,83,01832e90183c6eb6269627501eeefd9248d24265205d2b3f92b7e8d5ec4dc82e058805f708c1dfe26c2d53ada221c16f7260894869c3fab9db,25.014124,0.0,0.0,883.81899,0.0,57,98419.850887
addr1q8e3g6k0f2qpgcc6f92pyenxhnzdpz7mak8sp8ggn7pmxk47m8cupgkz4cm7c2plmtewpaand4a0gkhsyaszkjxk9qcq2wclkq,303,215482.151478,214185.231046,0.0,0.0,0.0,0.0,198187.270809,161256.105128,6818.173256,5935.523682,155679.08579,120235.750755,191,178,01f3146acf4a8014631a4954126666bcc4d08bdbed8f009d089f83b35abed9f1c0a2c2ae37ec283fdaf2e0f7b36d7af45af027602b48d62830,0.0,0.0,36931.165681,882.649574,35443.335035,158,1296.920432
addr1qy0yk27vj76artpu9zuljv33507m3hnuqm60tvvga5g0wdu6v4eqff2tezr6htzqwlds56yacmkc4zzaqzqe5t9ypkfsfc64e0,6,1761.378812,1682.109333,0.0,0.0,0.0,0.0,0.0,0.0,2626.749762,1751.166508,0.0,0.0,402,200,011e4b2bcc97b5d1ac3c28b9f93231a3fdb8de7c06f4f5b188ed10f7379a657204a54bc887abac4077db0a689dc6ed8a885d00819a2ca40d93,0.0,0.0,0.0,875.583254,0.0,399,79.269479
addr1q9g6y5t9hll0pjmxy5pyxuzxq2426dvst3mafkhdchnk8agdgmkwfhwj5h2qnsgqe3d9ezgvyfctmgymc7le5y03yupqm9gm63,22,5153.638448,5047.320467,0.0,0.0,0.0,0.0,0.0,0.0,5361.752938,4487.566046,10593.371805,0.0,3,2,0151a25165bffef0cb66250243704602aaad35905c77d4daedc5e763f50d46ece4ddd2a5d409c100cc5a5c890c2270bda09bc7bf9a11f12702,0.0,0.0,0.0,874.186892,10593.371805,2,106.317981
addr1q8ln0gdygvdw5e7tfful874daruy4aprkme2reutqe0hm30c3m8qlajpgzajjem2sn75wttrx3h5vrral4y0qeej2swqf39yxr,37,16881.385228,16874.96298,0.0,0.0,0.0,0.0,2028.724224,2028.724224,1205.057106,334.512695,209.733358,0.0,10,7,01ff37a1a4431aea67cb4a79f3faade8f84af423b6f2a1e78b065f7dc5f88ece0ff64140bb29676a84fd472d63346f460c7dfd48f06732541c,0.0,0.0,0.0,870.544411,209.733358,6,6.422248
addr1q9xgsvaz3p3cezmxumd689d89rjq3e4nzqvtcey2d7jsavasvmh3greyx5px3f3catxthkt9ges4zeu4t7smf62u57fqetnrm3,443,28398.610269,26143.107012,0.0,0.0,8.0,8.0,1904.542474,1545.809055,1381.015018,510.472964,1884.148004,1596.908912,76,60,014c8833a288638c8b66e6dba395a728e408e6b31018bc648a6fa50eb3b066ef140f24350268a638eaccbbd96546615167955fa1b4e95ca792,0.0,0.0,358.733419,870.542054,287.239092,59,2255.503257
addr1qyhxsjpdqh9c0vxhaw8r3duggsd778xgv3n3n7a44gh5y9jz53jylhsj2sakwyqa9g2qhym2g2kv26ryc4ug4npf2zps80y9tz,255,52898.520045,52706.172282,0.0,0.0,0.0,0.0,84465.84706300001,79218.779348,2478.55643,1615.777941,284971.322617,284971.322617,49,39,012e68482d05cb87b0d7eb8e38b788441bef1cc8646719fbb5aa2f421642a4644fde12543b67101d2a140b936a42acc56864c5788acc295083,0.0,0.0,5247.067715,862.778489,0.0,28,192.347763
addr1qycfku3w6kr77f3309dkss9qmmqehwe0m9gel8697vyuy8rkrsyh70n9g3enpezm0uwe5vjl0wse7r8sfpmgn0cz27rsjj4t0g,1156,915172.033175,914613.148771,2205107.282627,2164950.754326,1620.0,1620.0,0.00854,0.00826,114198.331842,113339.697768,1.050727,1.024003,253,253,01309b722ed587ef2631795b6840a0dec19bbb2fd9519f9f45f309c21c761c097f3e65447330e45b7f1d9a325f7ba19f0cf0487689bf025787,40156.528301,0.0,0.00028,858.634074,0.026724,177,558.884404
addr1qxrytrxktxllaew5lxeh9768mjk3z5n2l0fv9vt59ekwed45k6dz02qejg9jtv65n4e48f0p5fayuh26x4czyaa57kxqfujj0u,6417,2758666.30585,2753378.110936,0.0,0.0,1660.0,1660.0,3813451.326358,3813451.326358,39069.129119,38211.343938,154501.207643,153025.84532,1237,1224,0186458cd659bffee5d4f9b372fb47dcad11526afbd2c2b1742e6cecb6b4b69a27a819920b25b3549d7353a5e1a27a4e5d5a35702277b4f58c,0.0,0.0,0.0,857.785181,1475.362323,255,5288.194914
addr1q9mskyfslrzkznszw2mdj2zl2ve5u9jtpmzg5r0y08wjrr30et6nxq8ewgc6cmxksqcdy6f2grceyve3jgd3zwe8t63s22dslr,81,51079.945865,51077.826189,0.0,0.0,0.0,0.0,0.0,0.0,2326.716506,1470.459225,0.0,0.0,6,6,01770b1130f8c5614e0272b6d9285f53334e164b0ec48a0de479dd218e2fcaf53300f97231ac6cd68030d2692a40f1923331921b113b275ea3,0.0,0.0,0.0,856.257281,0.0,3,2.119676
addr1q8vjszscct90ev8ey0zhjk8pexag2jmx0sflh8ken6q2sxcus9xnhv539x2zaqamllqy0kyczgmel4dap0sm2g32spasn4lwnt,61,19921.14952,17776.991175,0.0,0.0,0.0,0.0,0.0,0.0,1950.276538,1097.715814,0.0,0.0,13,10,01d9280a18c2cafcb0f923c57958e1c9ba854b667c13fb9ed99e80a81b1c814d3bb29129942e83bbffc047d89812379fd5bd0be1b5222a807b,0.0,0.0,0.0,852.560724,0.0,6,2144.158345
addr1zypr0np3xatwhddulsnj3aaac65qg768zgs2xpd2xuaj0z59zdqyyfjl3fw2dwj997ugtrarp4kyt6zaa6mee88gs07seznt74,36,144.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,18055.173431,17204.726338,0.0,0.0,2,2,110237cc313756ebb5bcfc2728f7bdc6a8047b471220a305aa373b278a85134042265f8a5ca6ba452fb8858fa30d6c45e85deeb79c9ce883fd,0.0,0.0,0.0,850.447093,0.0,2,4.0
addr1q8ks79ugh5u8tyurasg8vlac0vrjacs6432sxr90phylweum8q5pmkurhusly8n8jczhc0sxsgy9hkztuag2x908krpsyqk7kt,8,5972.89874,5958.345394,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,150.0,0.0,0.0,1,1,01ed0f1788bd38759383ec10767fb87b072ee21aac55030caf0dc9f7679b38281ddb83bf21f21e6796057c3e0682085bd84be750a315e7b0c3,0.0,0.0,0.0,850.0,0.0,1,14.553346
addr1qxrlvhc3u7y87jpvu5y9rlncjmar4y8rvp548wh78tkrg999wrvxfzkp9g9nrkx8mn6f06fn5rr8a3rzma4kxlx08r2qsj9l0e,259,26206.69561,26122.309976,1832.933415,1526.279954,0.0,0.0,0.0,0.0,2859.787696,2009.862032,0.0,0.0,95,95,0187f65f11e7887f482ce50851fe7896fa3a90e3606953bafe3aec3414a570d8648ac12a0b31d8c7dcf497e933a0c67ec462df6b637ccf38d4,306.653461,0.0,0.0,849.925664,0.0,62,84.385634
addr1qx490av9hhn8zcxcuk2vf3l2svkl63dlq72ykmsfq6qawces4gf6ce4qzzygztyrwje6v9jcc83jm7w5uq7vyc34r3sqtrcz0j,120,32915.278993,31798.2603,98.144854,49.072427,434.0,365.0,10888.929452,0.0,848.275935,1.0,19.132373,0.0,95,83,01aa57f585bde67160d8e594c4c7ea832dfd45bf07944b6e090681d76330aa13ac66a01088812c8374b3a61658c1e32df9d4e03cc262351c60,49.072427,69.0,10888.929452,847.275935,19.132373,77,1117.018693
addr1q95w95vhghnlk3py9cm4yxem5s9d4hdrdwrfkf5rgs8q4fjarlw3zkrhacje0vd5rq77t4s6zjaq8j8sa7ql48vtevesm3050v,51,128355.482301,112519.407182,0.0,0.0,0.0,0.0,0.0,0.0,842.247013,0.0,354.776345,354.776345,17,13,0168e2d19745e7fb44242e37521b3ba40adadda36b869b2683440e0aa65d1fdd115877ee2597b1b4183de5d61a14ba03c8f0ef81fa9d8bcb33,0.0,0.0,0.0,842.247013,0.0,4,15836.075119
addr1q8hvycsrrddh30tpu86646ehzy9tvkv5q74cy6p269uc6g029pkvz6wy9ge94wqzk73g98694d3uyk75w3ruyrjy2ctqlpqxup,2033,531133.201911,531093.695766,1182.764045,1121.036868,13605.0,13605.0,17760.455071,17760.455071,6180.51724,5340.196294,2273.243391,2238.012462,354,354,01eec262031b5b78bd61e1f5aaeb37110ab6599407ab82682ad1798d21ea286cc169c42a325ab802b7a2829f45ab63c25bd47447c20e445616,61.727177,0.0,0.0,840.320946,35.230929,80,39.506145
addr1qxzsmav7mptrww7m8fz092cgag9q8t6ef48ue95yc05v4n4nvvtt6k5x6prvtphr728eu8qvlegu40egf24s9twygh9qgl6vqr,305,121643.443769,120312.987448,517.546788,431.28899,0.0,0.0,224647.470434,212722.148792,24141.91492,23308.964811,8707.521284,8509.623073,32,30,01850df59ed856373bdb3a44f2ab08ea0a03af594d4fcc9684c3e8caceb36316bd5a86d046c586e3f28f9e1c0cfe51cabf284aab02adc445ca,86.257798,0.0,11925.321642,832.950109,197.898211,16,1330.456321
addr1q9s05tf3v2kvhaslvdzdj09ytafk4snajww9uf98a0rmaemw8p6l6n0dz3ms95uu53nc66vvzkkdhtughtd8wc5yua6q29wkc7,233,31298.024863,28031.062127,0.0,0.0,0.0,0.0,0.0,0.0,2501.378157,1670.801145,0.0,0.0,19,19,0160fa2d3162accbf61f6344d93ca45f536ac27d939c5e24a7ebc7bee76e3875fd4ded147702d39ca4678d698c15acdbaf88bada776284e774,0.0,0.0,0.0,830.577012,0.0,17,3266.962736
addr1qyvw7w7vhjzx273363gkqgxr7vmjg2792au445ryzzx9ncpvl0dty5efewn95tyxh89xjhsknmetm5qd8gw4gm8cpzaqnqfx37,320,55290.007708,55285.207381,0.0,0.0,0.0,0.0,12821.851878,12821.851878,64215.020361,63386.144606,0.0,0.0,19,19,0118ef3bccbc84657a31d4516020c3f337242bc557795ad064108c59e02cfbdab25329cba65a2c86b9ca695e169ef2bdd00d3a1d546cf808ba,0.0,0.0,0.0,828.875755,0.0,2,4.800327
addr1q82xlj5nq7ym9tusrum0atc0mmgmj9d4xcweac0ft39yx4rzv8lx8n9fv44u7fdnzltjxrt3rt23y9xws3tx5xvzey3s8khn7l,33,2754.984645,2752.909359,0.0,0.0,0.0,0.0,0.0,0.0,5793.180162,4965.582996,66878.824331,60798.93121,4,4,01d46fca930789b2af901f36feaf0fded1b915b5361d9ee1e95c4a43546261fe63cca9656bcf25b317d7230d711ad51214ce84566a1982c923,0.0,0.0,0.0,827.597166,6079.893121,3,2.075286
addr1q8x0jt5s4d3690alg0r7zd5fpg3nkpsh4zzgfahsf3jjaul6a8266ahlf8wx56ea59rrt5cn4c0ceautcnjme38mk3dsksy3tn,1,23031.79501,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,827.280881,0.0,0.0,0.0,21,0,01ccf92e90ab63a2bfbf43c7e136890a233b0617a88484f6f04c652ef3fae9d5ad76ff49dc6a6b3da14635d313ae1f8cf78bc4e5bcc4fbb45b,0.0,0.0,5000.0,827.280881,0.0,21,23031.79501
addr1qxyf20633y5vdlz4jl500hapt7ewp00t2hzura0vpafa9jtzva3grrjsr5atj3s6azwzn8kmldsam5j0m04tnkmucx7s8np6fc,24,23335.104846,23323.136129,0.0,0.0,0.0,0.0,34718.523952,30378.708458,6615.282528,5788.372212,12650.591128,6325.295564,10,10,0188953f518928c6fc5597e8f7dfa15fb2e0bdeb55c5c1f5ec0f53d2c9626762818e501d3ab9461ae89c299edbfb61ddd24fdbeab9db7cc1bd,0.0,0.0,4339.815494,826.910316,6325.295564,9,11.968717
addr1q87lxh06kmru3p2rh7k5wzyxte50gzwkw3us68fqkf2jg32wz8lxnuj00lgm3q8fhfd7c4c6dx0jj8nta6muurw5a6zqp0pkea,17,5085.506838,3071.055375,0.0,0.0,0.0,0.0,0.0,0.0,1653.07969,826.539845,200.0,100.0,94,84,01fdf35dfab6c7c88543bfad4708865e68f409d674790d1d20b25524454e11fe69f24f7fd1b880e9ba5bec571a699f291e6beeb7ce0dd4ee84,0.0,0.0,0.0,826.539845,100.0,94,2014.451463
addr1q8kg7h0kz39d8e6jhz8kqqknmj0g4m2zyjal7urcp7f4wzj7czmpu3hzr89mw2q3e98uh6tnngt3jq8zduq4q5lfmk9szvzh6w,336,62379.592035,62339.089256,0.0,0.0,0.0,0.0,2433803.28555,1898834.934305,1645.606244,822.803122,0.0,0.0,110,110,01ec8f5df6144ad3e752b88f6002d3dc9e8aed4224bbff70780f93570a5ec0b61e46e219cbb72811c94fcbe9739a171900e26f015053e9dd8b,0.0,0.0,534968.351245,822.803122,0.0,5,40.502779
addr1qy5eq7x80l2fudtcyh4m0r7jyynq2f2dzpj5rtscuunzfd5xka6f7wxlcefemaujxw7sj0nxywh9c2xvk208tpemahlq4t7rgf,867,460366.373667,460254.6265,0.0,0.0,0.0,0.0,30163.698756,29861.983831,7996.051905,7173.594993,1056.335789,1056.335789,65,65,01299078c77fd49e357825ebb78fd2212605254d106541ae18e72624b686b7749f38dfc6539df79233bd093e6623ae5c28ccb29e75873bedfe,0.0,0.0,301.714925,822.456912,0.0,51,79.749483
addr1qyjafsmdrl4d7kkkltpvtawf5zf22w6zr820afqv80q4d8m6zu839lrw5t5ap64yt8ecc9z6gpfaglsz7h77sjpzztnqtdslt2,21,7079.243258,6377.93375,0.0,0.0,0.0,0.0,0.0,0.0,1520.676253,700.272261,0.0,0.0,4,4,0125d4c36d1feadf5ad6fac2c5f5c9a092a53b4219d4fea40c3bc1569f7a170f12fc6ea2e9d0eaa459f38c145a4053d47e02f5fde8482212e6,0.0,0.0,0.0,820.403992,0.0,3,701.309508
addr1q8sx3jew5e2ytewjstqksuftrkzxr2vvezxtzxqnsh6dnx30evtlg3dz9r20ynpy5vpau06w0due7lzwnrky3p07lw3qcprcm6,3,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,819.638426,0.0,0.0,0.0,1,0,01e068cb2ea65445e5d282c168712b1d8461a98cc88cb1181385f4d99a2fcb17f445a228d4f24c24a303de3f4e7b799f7c4e98ec4885fefba2,0.0,0.0,0.0,819.638426,0.0,1,2.0
addr1qxg8jjtpryrlhqzflc590yeuz4vkv6qmud9dvjupkkjal7rrueqwcq6unp6zjjpc3kjgwqkrxw74mj287e6euxz7y85qpu5hqp,847,69961.037376,69245.786308,0.0,0.0,0.0,0.0,28091.269671,16420.865812,2274.01166,1456.742625,2833.851626,2833.851626,184,183,01907949611907fb8049fe2857933c155966681be34ad64b81b5a5dff863e640ec035c98742948388da48702c333bd5dc947f6759e185e21e8,0.0,0.0,11670.403859,817.269035,0.0,7,715.251068
addr1q995qdkpz9uar9r9u9v6fdh0gy2xk5um4j83tm599f6hnsaddwzjf2k08087fpj2h5uhhn0gnc36t5llagwmqrh5vczsmfw52u,83,72417.124115,67907.001053,0.0,0.0,0.0,0.0,2136.203008,0.3,7964.645442,7148.563343,87040.038343,72834.81099,22,20,014b4036c11179d19465e159a4b6ef41146b539bac8f15ee852a7579c3ad6b8524aacf3bcfe4864abd397bcde89e23a5d3ffea1db00ef46605,0.0,0.0,2135.903008,816.082099,14205.227353,12,4510.123062
addr1q80f70dnyg5g6uyhhh2qtj9rwr7lt42c0mrmxc6msyxd2uanee4pfz2zeys5cdpsxr7pvzcpmdr7wn8agvxnymqq8x6seaxq6q,7,25534116.515935,2047619.51383,0.0,0.0,0.0,0.0,82948.833039,0.0,814.9,0.0,41287.299723,0.0,27,0,01de9f3db322288d7097bdd405c8a370fdf5d5587ec7b3635b810cd573b3ce6a148942c9214c343030fc160b01db47e74cfd430d326c0039b5,0.0,0.0,82948.833039,814.9,41287.299723,27,23486497.002105
